1-Wire/iButton Part Number: DS1922L,,,
1-Wire/iButton Registration Number: B50000007B5A1041,,,
Mission in Progress?  false,,,
SUTA Mission?  false,,,
Waiting for Temperature Alarm?  false,,,
Sample Rate:  Every 180 second(s),,,
Mission Start Time:  Wed Jul 26 11:12:01 YEKT 2023,,,
Mission Sample Count:  3842,,,
Roll Over Enabled?  false(no rollover occurred),,,
First Sample Timestamp:  Wed Jul 26 11:12:01 YEKT 2023,,,
Total Mission Samples:  3842,,,
Total Device Samples:  5673,,,
Temperature Logging:  0.0625 C,,,
Temperature High Alarm:  disabled,,,
Temperature Low Alarm:  disabled,,,
Data Logging:  disabled,,,
Data High Alarm:  disabled,,,
Data Low Alarm:  disabled,,,
,,,
Date/Time,Unit,Value,
26.07.23 11:12:01,C,21,663
26.07.23 11:15:01,C,21,725
26.07.23 11:18:01,C,21,725
26.07.23 11:21:01,C,21,788
26.07.23 11:24:01,C,21,788
26.07.23 11:27:01,C,21,851
26.07.23 11:30:01,C,21,851
26.07.23 11:33:01,C,21,913
26.07.23 11:36:01,C,21,976
26.07.23 11:39:01,C,22,38
26.07.23 11:42:01,C,22,101
26.07.23 11:45:01,C,22,101
26.07.23 11:48:01,C,22,163
26.07.23 11:51:01,C,22,226
26.07.23 11:54:01,C,22,226
26.07.23 11:57:01,C,22,288
26.07.23 12:00:01,C,22,351
26.07.23 12:03:01,C,22,351
26.07.23 12:06:01,C,22,413
26.07.23 12:09:01,C,22,413
26.07.23 12:12:01,C,22,476
26.07.23 12:15:01,C,22,538
26.07.23 12:18:01,C,22,538
26.07.23 12:21:01,C,22,601
26.07.23 12:24:01,C,22,663
26.07.23 12:27:01,C,22,726
26.07.23 12:30:01,C,22,726
26.07.23 12:33:01,C,22,789
26.07.23 12:36:01,C,22,976
26.07.23 12:39:01,C,23,164
26.07.23 12:42:01,C,23,476
26.07.23 12:45:01,C,23,726
26.07.23 12:48:01,C,23,976
26.07.23 12:51:01,C,24,164
26.07.23 12:54:01,C,24,414
26.07.23 12:57:01,C,24,664
26.07.23 13:00:01,C,24,852
26.07.23 13:03:01,C,25,102
26.07.23 13:06:01,C,25,289
26.07.23 13:09:01,C,25,477
26.07.23 13:12:01,C,25,664
26.07.23 13:15:01,C,25,789
26.07.23 13:18:01,C,25,914
26.07.23 13:21:01,C,25,977
26.07.23 13:24:01,C,26,101
26.07.23 13:27:01,C,26,164
26.07.23 13:30:01,C,26,289
26.07.23 13:33:01,C,26,414
26.07.23 13:36:01,C,26,476
26.07.23 13:39:01,C,26,601
26.07.23 13:42:01,C,26,726
26.07.23 13:45:01,C,26,789
26.07.23 13:48:01,C,26,914
26.07.23 13:51:01,C,26,976
26.07.23 13:54:01,C,27,101
26.07.23 13:57:01,C,27,164
26.07.23 14:00:01,C,27,226
26.07.23 14:03:01,C,27,226
26.07.23 14:06:01,C,27,289
26.07.23 14:09:01,C,27,289
26.07.23 14:12:01,C,27,351
26.07.23 14:15:01,C,27,351
26.07.23 14:18:01,C,27,414
26.07.23 14:21:01,C,27,539
26.07.23 14:24:01,C,27,601
26.07.23 14:27:01,C,27,663
26.07.23 14:30:01,C,27,726
26.07.23 14:33:01,C,27,788
26.07.23 14:36:01,C,27,913
26.07.23 14:39:01,C,27,913
26.07.23 14:42:01,C,27,976
26.07.23 14:45:01,C,28,38
26.07.23 14:48:01,C,28,38
26.07.23 14:51:01,C,28,101
26.07.23 14:54:01,C,28,101
26.07.23 14:57:01,C,28,163
26.07.23 15:00:01,C,28,163
26.07.23 15:03:01,C,28,163
26.07.23 15:06:01,C,28,226
26.07.23 15:09:01,C,28,226
26.07.23 15:12:01,C,28,226
26.07.23 15:15:01,C,28,288
26.07.23 15:18:01,C,28,288
26.07.23 15:21:01,C,28,288
26.07.23 15:24:01,C,28,288
26.07.23 15:27:01,C,28,288
26.07.23 15:30:01,C,28,288
26.07.23 15:33:01,C,28,288
26.07.23 15:36:01,C,28,288
26.07.23 15:39:01,C,28,226
26.07.23 15:42:01,C,28,226
26.07.23 15:45:01,C,28,226
26.07.23 15:48:01,C,28,226
26.07.23 15:51:01,C,28,226
26.07.23 15:54:01,C,28,226
26.07.23 15:57:01,C,28,163
26.07.23 16:00:01,C,28,163
26.07.23 16:03:01,C,28,101
26.07.23 16:06:01,C,28,101
26.07.23 16:09:01,C,28,101
26.07.23 16:12:01,C,28,38
26.07.23 16:15:01,C,28,38
26.07.23 16:18:01,C,27,976
26.07.23 16:21:01,C,27,976
26.07.23 16:24:01,C,27,913
26.07.23 16:27:01,C,27,913
26.07.23 16:30:01,C,27,851
26.07.23 16:33:01,C,27,788
26.07.23 16:36:01,C,27,788
26.07.23 16:39:01,C,27,726
26.07.23 16:42:01,C,27,726
26.07.23 16:45:01,C,27,663
26.07.23 16:48:01,C,27,663
26.07.23 16:51:01,C,27,601
26.07.23 16:54:01,C,27,601
26.07.23 16:57:01,C,27,539
26.07.23 17:00:01,C,27,539
26.07.23 17:03:01,C,27,476
26.07.23 17:06:01,C,27,414
26.07.23 17:09:01,C,27,414
26.07.23 17:12:01,C,27,351
26.07.23 17:15:01,C,27,289
26.07.23 17:18:01,C,27,226
26.07.23 17:21:01,C,27,164
26.07.23 17:24:01,C,27,164
